"","week_end","geography","county","percent_visits_combined","percent_visits_covid","percent_visits_influenza","percent_visits_rsv","percent_visits_smoothed_combined","percent_visits_smoothed_covid","percent_visits_smoothed_influenza","percent_visits_smoothed_rsv","ed_trends_covid","ed_trends_influenza","ed_trends_rsv","hsa","hsa_counties","hsa_nci_id","fips","trend_source","BuildNumber"
"4459",2023-01-14,"New Hampshire","All",NA,2.67,1.71,0.13,NA,3.11,3.81,0.28,"No Change","Decreasing","Decreasing","All","All","All",33000,"State",2025-12-30
"4460",2023-01-14,"North Carolina","All",5.33,3.99,1.24,0.22,7.65,5.2,2.34,0.3,"Increasing","Decreasing","Decreasing","All","All","All",37000,"State",2025-12-30
"4461",2023-01-14,"Ohio","All",2.76,1.85,0.8,0.12,4.94,2.56,2.2,0.19,"Decreasing","Decreasing","Decreasing","All","All","All",39000,"State",2025-12-30
"4462",2023-01-14,"Rhode Island","All",3.83,2.73,0.96,0.16,6.33,3.49,2.78,0.17,"No Change","Decreasing","No Change","All","All","All",44000,"State",2025-12-30
"4463",2023-01-14,"Utah","All",3.89,1.8,1.41,0.77,7.66,2.68,3.85,1.33,"Decreasing","Decreasing","Decreasing","All","All","All",49000,"State",2025-12-30
"4464",2023-01-14,"Vermont","All",4.36,2.49,1.34,0.58,7.44,2.71,3.95,0.89,"No Change","Decreasing","Decreasing","All","All","All",50000,"State",2025-12-30
"4465",2023-01-21,"Delaware","All",3.48,2.72,0.62,0.15,4.84,3.32,1.3,0.24,"Decreasing","Decreasing","Decreasing","All","All","All",10000,"State",2025-12-30
"4466",2023-01-21,"Hawaii","All",4.85,2.81,1.93,0.11,5.45,2.81,2.56,0.1,"Decreasing","Decreasing","No Change","All","All","All",15000,"State",2025-12-30
"4467",2023-01-21,"Illinois","All",2.84,2.24,0.46,0.17,3.81,2.63,1,0.22,"Decreasing","Decreasing","Decreasing","All","All","All",17000,"State",2025-12-30
"4468",2023-01-21,"Maryland","All",3.26,2.7,0.45,0.14,4.42,3.42,0.78,0.26,"Decreasing","Decreasing","Decreasing","All","All","All",24000,"State",2025-12-30
"4469",2023-01-21,"Montana","All",3.36,1.63,0.91,0.83,4.38,1.68,1.68,1.09,"Decreasing","Decreasing","Decreasing","All","All","All",30000,"State",2025-12-30
"4470",2023-01-21,"Nebraska","All",1.88,1.17,0.61,0.12,2.94,1.46,1.28,0.23,"Decreasing","Decreasing","Decreasing","All","All","All",31000,"State",2025-12-30
"4471",2023-01-21,"Ohio","All",2.24,1.63,0.52,0.09,3.21,2.02,1.05,0.14,"Decreasing","Decreasing","Decreasing","All","All","All",39000,"State",2025-12-30
"4472",2023-01-21,"Oklahoma","All",3.44,2.61,0.65,0.22,4.53,2.86,1.45,0.27,"Decreasing","Decreasing","Decreasing","All","All","All",40000,"State",2025-12-30
"4473",2023-01-21,"South Carolina","All",3.92,3,0.87,0.07,5.1,3.83,1.21,0.11,"Decreasing","Decreasing","Decreasing","All","All","All",45000,"State",2025-12-30
"4474",2023-01-21,"United States","All",3.15,2.3,0.71,0.18,4.19,2.75,1.25,0.25,"Decreasing","Decreasing","Decreasing","All","All","All",0,"United States",2025-12-30
"4475",2023-01-21,"Utah","All",2.84,1.54,0.76,0.59,4.74,2.02,1.92,0.92,"Decreasing","Decreasing","Decreasing","All","All","All",49000,"State",2025-12-30
"4476",2023-01-21,"Washington","All",3.45,2.6,0.42,0.45,4.25,2.71,1.02,0.57,"Decreasing","Decreasing","Decreasing","All","All","All",53000,"State",2025-12-30
"4477",2023-01-28,"Alaska","All",3.81,2.34,0.64,0.88,4.21,2.27,1.01,1.01,"No Change","Decreasing","Decreasing","All","All","All",2000,"State",2025-12-30
"4478",2023-01-28,"Florida","All",3.9,2.47,1.36,0.12,4.29,2.64,1.57,0.14,"Decreasing","Decreasing","Decreasing","All","All","All",12000,"State",2025-12-30
"4479",2023-01-28,"Georgia","All",2.39,1.79,0.55,0.07,2.79,2.09,0.66,0.08,"Decreasing","Decreasing","Decreasing","All","All","All",13000,"State",2025-12-30
"4480",2023-01-28,"Illinois","All",2.43,1.98,0.31,0.16,2.89,2.22,0.53,0.17,"Decreasing","Decreasing","Decreasing","All","All","All",17000,"State",2025-12-30
"4481",2023-01-28,"Indiana","All",2.23,1.77,0.4,0.08,2.73,1.95,0.66,0.13,"Decreasing","Decreasing","Decreasing","All","All","All",18000,"State",2025-12-30
"4482",2023-01-28,"Maine","All",3.24,2.81,0.32,0.11,3.85,2.65,1.03,0.2,"No Change","Decreasing","Decreasing","All","All","All",23000,"State",2025-12-30
"4483",2023-01-28,"Maryland","All",3.06,2.58,0.36,0.13,3.49,2.86,0.48,0.17,"Decreasing","Decreasing","Decreasing","All","All","All",24000,"State",2025-12-30
"4484",2023-01-28,"Minnesota","All",3.17,2.48,0.35,0.38,3.36,2.3,0.58,0.52,"No Change","Decreasing","Decreasing","All","All","All",27000,"State",2025-12-30
"4485",2023-01-28,"Montana","All",2.99,1.58,0.67,0.76,3.41,1.6,0.97,0.87,"Decreasing","Decreasing","Decreasing","All","All","All",30000,"State",2025-12-30
"4486",2023-01-28,"New Hampshire","All",NA,1.61,0.78,0.08,NA,2.28,1.23,0.12,"Decreasing","Decreasing","Decreasing","All","All","All",33000,"State",2025-12-30
"4487",2023-01-28,"North Carolina","All",3.94,3.09,0.81,0.12,4.57,3.51,1.01,0.16,"Decreasing","Decreasing","Decreasing","All","All","All",37000,"State",2025-12-30
"4488",2023-01-28,"Ohio","All",2.01,1.58,0.35,0.06,2.34,1.69,0.56,0.09,"Decreasing","Decreasing","Decreasing","All","All","All",39000,"State",2025-12-30
"4489",2023-01-28,"Pennsylvania","All",2.46,2.03,0.34,0.11,2.81,2.18,0.53,0.12,"Decreasing","Decreasing","Decreasing","All","All","All",42000,"State",2025-12-30
"4490",2023-01-28,"Tennessee","All",2.91,2.4,0.39,0.15,3.17,2.48,0.58,0.16,"Decreasing","Decreasing","Decreasing","All","All","All",47000,"State",2025-12-30
"4491",2023-01-28,"United States","All",2.81,2.13,0.55,0.15,3.24,2.34,0.76,0.18,"Decreasing","Decreasing","Decreasing","All","All","All",0,"United States",2025-12-30
"4492",2023-01-28,"Vermont","All",4.55,3.58,0.57,0.42,4.5,3.05,0.96,0.54,"No Change","Decreasing","Decreasing","All","All","All",50000,"State",2025-12-30
"4493",2023-02-04,"Arkansas","All",2.08,1.35,0.65,0.12,2.21,1.45,0.68,0.14,"Decreasing","Decreasing","Decreasing","All","All","All",5000,"State",2025-12-30
"4494",2023-02-04,"Delaware","All",3.27,3.01,0.13,0.15,3.28,2.8,0.34,0.16,"Decreasing","Decreasing","Decreasing","All","All","All",10000,"State",2025-12-30
"4495",2023-02-04,"Florida","All",3.47,2.23,1.17,0.11,3.87,2.43,1.36,0.12,"Decreasing","Decreasing","Decreasing","All","All","All",12000,"State",2025-12-30
"4496",2023-02-04,"Georgia","All",2.23,1.72,0.48,0.06,2.46,1.87,0.56,0.07,"Decreasing","Decreasing","Decreasing","All","All","All",13000,"State",2025-12-30
"4497",2023-02-04,"Kentucky","All",2.72,2.34,0.26,0.14,2.71,2.23,0.32,0.17,"Decreasing","Decreasing","Decreasing","All","All","All",21000,"State",2025-12-30
"4498",2023-02-04,"Louisiana","All",3.24,2.65,0.55,0.07,3.4,2.71,0.63,0.09,"Decreasing","Decreasing","Decreasing","All","All","All",22000,"State",2025-12-30
"4499",2023-02-04,"Maryland","All",2.62,2.21,0.33,0.11,2.98,2.49,0.38,0.13,"Decreasing","Decreasing","Decreasing","All","All","All",24000,"State",2025-12-30
"4500",2023-02-04,"Michigan","All",2.25,1.7,0.47,0.1,2.51,1.76,0.66,0.11,"Decreasing","Decreasing","Decreasing","All","All","All",26000,"State",2025-12-30
"4501",2023-02-04,"North Carolina","All",3.81,2.89,0.91,0.11,4.07,3.14,0.9,0.12,"Decreasing","Decreasing","Decreasing","All","All","All",37000,"State",2025-12-30
"4502",2023-02-04,"Pennsylvania","All",2.23,1.94,0.22,0.08,2.47,2.05,0.34,0.1,"Decreasing","Decreasing","Decreasing","All","All","All",42000,"State",2025-12-30
"4503",2023-02-04,"South Dakota","All",NA,1.36,0.45,0.26,NA,1.32,0.67,0.45,"No Change","Decreasing","Decreasing","All","All","All",46000,"State",2025-12-30
"4504",2023-02-04,"Texas","All",2.86,2.08,0.67,0.15,3.05,2.19,0.75,0.15,"Decreasing","Decreasing","Decreasing","All","All","All",48000,"State",2025-12-30
"4505",2023-02-11,"Arizona","All",2.19,1.66,0.37,0.17,2.16,1.57,0.42,0.19,"Decreasing","Decreasing","Decreasing","All","All","All",4000,"State",2025-12-30
"4506",2023-02-11,"Connecticut","All",2.48,2.2,0.23,0.06,2.78,2.45,0.28,0.05,"Decreasing","Decreasing","No Change","All","All","All",9000,"State",2025-12-30
"4507",2023-02-11,"Florida","All",2.95,1.93,0.94,0.11,3.44,2.21,1.15,0.11,"Decreasing","Decreasing","Decreasing","All","All","All",12000,"State",2025-12-30
"4508",2023-02-11,"Iowa","All",3.08,2.45,0.43,0.26,3.2,2.42,0.55,0.3,"No Change","Decreasing","No Change","All","All","All",19000,"State",2025-12-30
"4509",2023-02-11,"Louisiana","All",3.12,2.62,0.47,0.05,3.21,2.64,0.52,0.07,"Decreasing","Decreasing","Decreasing","All","All","All",22000,"State",2025-12-30
"4510",2023-02-11,"Maine","All",3.33,3.08,0.16,0.08,3.11,2.79,0.25,0.08,"No Change","Decreasing","Decreasing","All","All","All",23000,"State",2025-12-30
"4511",2023-02-11,"Massachusetts","All",2.87,2.45,0.34,0.09,3.23,2.71,0.41,0.12,"Decreasing","Decreasing","Decreasing","All","All","All",25000,"State",2025-12-30
"4512",2023-02-11,"Michigan","All",2.22,1.8,0.36,0.09,2.29,1.74,0.47,0.1,"Decreasing","Decreasing","Decreasing","All","All","All",26000,"State",2025-12-30
"4513",2023-02-11,"Minnesota","All",3.42,2.82,0.3,0.32,3.27,2.63,0.31,0.36,"Increasing","Decreasing","Decreasing","All","All","All",27000,"State",2025-12-30
"4514",2023-02-11,"Mississippi","All",2.88,2.3,0.56,0.07,3.03,2.35,0.65,0.08,"Decreasing","Decreasing","No Change","All","All","All",28000,"State",2025-12-30
"4515",2023-02-11,"Nebraska","All",1.89,1.52,0.25,0.12,1.68,1.25,0.31,0.14,"No Change","Decreasing","No Change","All","All","All",31000,"State",2025-12-30
"4516",2023-02-11,"North Dakota","All",4.46,3.27,0.79,0.44,4.63,3.17,1.06,0.44,"Increasing","Decreasing","Decreasing","All","All","All",38000,"State",2025-12-30
"4517",2023-02-11,"South Carolina","All",2.78,2.11,0.62,0.07,3.05,2.36,0.66,0.06,"Decreasing","Decreasing","No Change","All","All","All",45000,"State",2025-12-30
"4518",2023-02-11,"United States","All",2.44,1.95,0.4,0.11,2.62,2.05,0.47,0.13,"Decreasing","Decreasing","Decreasing","All","All","All",0,"United States",2025-12-30
"4519",2023-02-11,"Wyoming","All",1.94,1.54,0.2,0.23,2.19,1.53,0.31,0.36,"No Change","Decreasing","Decreasing","All","All","All",56000,"State",2025-12-30
"4520",2023-02-18,"Alabama","All",2.86,2.32,0.53,0.04,3.13,2.59,0.5,0.08,"Decreasing","No Change","No Change","All","All","All",1000,"State",2025-12-30
"4521",2023-02-18,"Alaska","All",3.61,2.78,0.47,0.37,3.75,2.66,0.54,0.6,"No Change","No Change","Decreasing","All","All","All",2000,"State",2025-12-30
"4522",2023-02-18,"Arizona","All",2.31,1.85,0.36,0.14,2.19,1.68,0.37,0.16,"Increasing","Decreasing","Decreasing","All","All","All",4000,"State",2025-12-30
"4523",2023-02-18,"Connecticut","All",2.07,1.8,0.25,0.03,2.42,2.12,0.26,0.05,"Decreasing","Decreasing","No Change","All","All","All",9000,"State",2025-12-30
"4524",2023-02-18,"Illinois","All",2.37,2.09,0.19,0.1,2.35,2.03,0.23,0.1,"No Change","Decreasing","Decreasing","All","All","All",17000,"State",2025-12-30
"4525",2023-02-18,"Iowa","All",3.24,2.77,0.32,0.17,3.15,2.56,0.4,0.23,"No Change","Decreasing","Decreasing","All","All","All",19000,"State",2025-12-30
"4526",2023-02-18,"Louisiana","All",2.79,2.33,0.43,0.04,3.05,2.53,0.48,0.05,"Decreasing","Decreasing","Decreasing","All","All","All",22000,"State",2025-12-30
"4527",2023-02-18,"Maryland","All",2,1.72,0.19,0.09,2.3,1.97,0.24,0.1,"Decreasing","Decreasing","No Change","All","All","All",24000,"State",2025-12-30
"4528",2023-02-18,"Nevada","All",1.76,1.37,0.26,0.15,1.68,1.3,0.26,0.14,"No Change","Decreasing","Decreasing","All","All","All",32000,"State",2025-12-30
"4529",2023-02-18,"New Mexico","All",2.28,1.89,0.23,0.17,2.12,1.7,0.27,0.19,"No Change","Decreasing","Decreasing","All","All","All",35000,"State",2025-12-30
"4530",2023-02-18,"New York","All",1.66,1.4,0.22,0.05,1.85,1.56,0.23,0.06,"Decreasing","Decreasing","Decreasing","All","All","All",36000,"State",2025-12-30
"4531",2023-02-18,"Ohio","All",1.99,1.75,0.22,0.04,1.96,1.66,0.25,0.05,"Increasing","Decreasing","Decreasing","All","All","All",39000,"State",2025-12-30
"4532",2023-02-18,"Rhode Island","All",1.89,1.64,0.25,0.03,2.25,1.96,0.26,0.06,"Decreasing","Decreasing","No Change","All","All","All",44000,"State",2025-12-30
"4533",2023-02-18,"United States","All",2.27,1.84,0.36,0.09,2.44,1.95,0.41,0.11,"Decreasing","Decreasing","Decreasing","All","All","All",0,"United States",2025-12-30
"4534",2023-02-18,"Wisconsin","All",2.05,1.81,0.16,0.09,2,1.68,0.23,0.1,"No Change","Decreasing","Decreasing","All","All","All",55000,"State",2025-12-30
"4535",2023-02-18,"Wyoming","All",2.92,2.33,0.26,0.36,2.4,1.78,0.29,0.35,"No Change","Decreasing","Decreasing","All","All","All",56000,"State",2025-12-30
"4536",2023-02-25,"Alaska","All",3.61,2.57,0.57,0.47,3.68,2.63,0.54,0.53,"No Change","No Change","Decreasing","All","All","All",2000,"State",2025-12-30
"4537",2023-02-25,"Arkansas","All",1.73,1.17,0.52,0.09,1.66,1.12,0.49,0.09,"Decreasing","Decreasing","No Change","All","All","All",5000,"State",2025-12-30
"4538",2023-02-25,"Illinois","All",2.41,2.14,0.2,0.08,2.4,2.1,0.22,0.09,"Increasing","Decreasing","Decreasing","All","All","All",17000,"State",2025-12-30
"4539",2023-02-25,"Maryland","All",1.75,1.44,0.22,0.09,2.01,1.72,0.21,0.1,"Decreasing","Decreasing","No Change","All","All","All",24000,"State",2025-12-30
"4540",2023-02-25,"Massachusetts","All",2.27,1.94,0.26,0.09,2.57,2.21,0.29,0.09,"Decreasing","Decreasing","Decreasing","All","All","All",25000,"State",2025-12-30
"4541",2023-02-25,"Ohio","All",1.94,1.72,0.19,0.03,1.97,1.72,0.22,0.04,"Increasing","Decreasing","Decreasing","All","All","All",39000,"State",2025-12-30
"4542",2023-02-25,"South Dakota","All",NA,2.1,0.41,0.17,NA,1.97,0.39,0.18,"Increasing","No Change","Decreasing","All","All","All",46000,"State",2025-12-30
"4543",2023-02-25,"Tennessee","All",2.28,1.83,0.37,0.11,2.5,2.06,0.38,0.1,"Decreasing","No Change","No Change","All","All","All",47000,"State",2025-12-30
"4544",2023-02-25,"Texas","All",2.24,1.64,0.52,0.11,2.31,1.7,0.54,0.11,"Decreasing","Decreasing","Decreasing","All","All","All",48000,"State",2025-12-30
"4545",2023-02-25,"United States","All",2.13,1.73,0.34,0.08,2.28,1.84,0.37,0.09,"Decreasing","Decreasing","Decreasing","All","All","All",0,"United States",2025-12-30
"4546",2023-02-25,"Virginia","All",2.06,1.57,0.43,0.08,2.52,2.03,0.43,0.08,"Decreasing","Decreasing","Decreasing","All","All","All",51000,"State",2025-12-30
"4547",2023-02-25,"Wisconsin","All",2.2,2,0.12,0.08,2.1,1.84,0.18,0.09,"Increasing","Decreasing","Decreasing","All","All","All",55000,"State",2025-12-30
"4548",2023-03-04,"California","All",1.77,1.55,0.16,0.08,1.94,1.7,0.16,0.09,"No Change","Decreasing","Decreasing","All","All","All",6000,"State",2025-12-30
"4549",2023-03-04,"Connecticut","All",1.49,1.29,0.18,0.03,1.81,1.57,0.22,0.03,"Decreasing","Decreasing","Decreasing","All","All","All",9000,"State",2025-12-30
"4550",2023-03-04,"Delaware","All",1.48,1.28,0.14,0.06,1.99,1.78,0.12,0.09,"Decreasing","No Change","No Change","All","All","All",10000,"State",2025-12-30
"4551",2023-03-04,"Hawaii","All",2.16,1.65,0.48,0.05,2.47,1.65,0.8,0.05,"No Change","Decreasing","No Change","All","All","All",15000,"State",2025-12-30
"4552",2023-03-04,"Idaho","All",2.65,2.44,0.13,0.1,2.77,2.41,0.2,0.19,"Increasing","No Change","No Change","All","All","All",16000,"State",2025-12-30
"4553",2023-03-04,"Indiana","All",1.85,1.56,0.23,0.07,2.13,1.84,0.24,0.06,"No Change","Decreasing","Decreasing","All","All","All",18000,"State",2025-12-30
"4554",2023-03-04,"Iowa","All",3.29,2.81,0.34,0.23,3.1,2.67,0.3,0.19,"No Change","Decreasing","No Change","All","All","All",19000,"State",2025-12-30
"4555",2023-03-04,"Louisiana","All",2.04,1.73,0.29,0.04,2.44,2.04,0.36,0.05,"Decreasing","Decreasing","No Change","All","All","All",22000,"State",2025-12-30
"4556",2023-03-04,"Montana","All",2.67,2.24,0.26,0.19,3.11,2.45,0.38,0.29,"No Change","No Change","Decreasing","All","All","All",30000,"State",2025-12-30
"4557",2023-03-04,"Nebraska","All",2.06,1.87,0.11,0.08,1.96,1.72,0.16,0.1,"Increasing","No Change","No Change","All","All","All",31000,"State",2025-12-30
"4558",2023-03-04,"Nevada","All",1.54,1.23,0.25,0.08,1.67,1.33,0.25,0.11,"No Change","No Change","No Change","All","All","All",32000,"State",2025-12-30
"4559",2023-03-04,"New Jersey","All",1.45,1.11,0.29,0.05,1.73,1.37,0.31,0.06,"Decreasing","No Change","Decreasing","All","All","All",34000,"State",2025-12-30
"4560",2023-03-04,"New Mexico","All",2.42,1.95,0.36,0.12,2.31,1.91,0.28,0.13,"Increasing","No Change","Decreasing","All","All","All",35000,"State",2025-12-30
"4561",2023-03-04,"New York","All",1.29,1.06,0.19,0.04,1.52,1.27,0.21,0.05,"Decreasing","Decreasing","Decreasing","All","All","All",36000,"State",2025-12-30
"4562",2023-03-04,"United States","All",1.87,1.51,0.3,0.07,2.09,1.69,0.33,0.08,"Decreasing","Decreasing","Decreasing","All","All","All",0,"United States",2025-12-30
"4563",2023-03-11,"District of Columbia","All",0.93,0.66,0.2,0.08,1.35,1.01,0.27,0.08,"Decreasing","No Change","No Change","All","All","All",11000,"State",2025-12-30
"4564",2023-03-11,"Georgia","All",0.97,0.61,0.34,0.04,1.23,0.84,0.36,0.05,"Decreasing","Increasing","No Change","All","All","All",13000,"State",2025-12-30
"4565",2023-03-11,"Kentucky","All",1.52,1.26,0.21,0.06,1.83,1.55,0.21,0.08,"Decreasing","Decreasing","Decreasing","All","All","All",21000,"State",2025-12-30
"4566",2023-03-11,"Nebraska","All",2.12,1.91,0.15,0.07,2.02,1.81,0.15,0.07,"Increasing","Decreasing","No Change","All","All","All",31000,"State",2025-12-30
"4567",2023-03-11,"Rhode Island","All",1.05,0.91,0.09,0.06,1.41,1.17,0.15,0.1,"Decreasing","Decreasing","No Change","All","All","All",44000,"State",2025-12-30
"4568",2023-03-11,"Texas","All",1.74,1.26,0.41,0.1,1.96,1.44,0.46,0.1,"Decreasing","Decreasing","Decreasing","All","All","All",48000,"State",2025-12-30
"4569",2023-03-11,"United States","All",1.66,1.32,0.28,0.07,1.89,1.52,0.31,0.07,"Decreasing","Decreasing","Decreasing","All","All","All",0,"United States",2025-12-30
"4570",2023-03-11,"Virginia","All",1.44,1.07,0.31,0.07,1.75,1.33,0.36,0.07,"Decreasing","Decreasing","No Change","All","All","All",51000,"State",2025-12-30
"4571",2023-03-18,"Arkansas","All",1.12,0.68,0.39,0.05,1.27,0.85,0.38,0.06,"Decreasing","No Change","No Change","All","All","All",5000,"State",2025-12-30
"4572",2023-03-18,"Connecticut","All",1.13,0.91,0.18,0.03,1.31,1.09,0.2,0.02,"Decreasing","No Change","No Change","All","All","All",9000,"State",2025-12-30
"4573",2023-03-18,"Georgia","All",1.1,0.65,0.43,0.03,1.12,0.71,0.39,0.04,"Decreasing","Increasing","No Change","All","All","All",13000,"State",2025-12-30
"4574",2023-03-18,"Illinois","All",1.99,1.78,0.17,0.04,2.12,1.9,0.17,0.06,"Decreasing","No Change","Decreasing","All","All","All",17000,"State",2025-12-30
"4575",2023-03-18,"Michigan","All",2.14,1.91,0.17,0.06,2.21,1.99,0.17,0.05,"Decreasing","Decreasing","No Change","All","All","All",26000,"State",2025-12-30
"4576",2023-03-18,"Montana","All",2.48,2.27,0.14,0.1,2.63,2.31,0.21,0.13,"No Change","Decreasing","Decreasing","All","All","All",30000,"State",2025-12-30
"4577",2023-03-18,"Nebraska","All",1.77,1.65,0.08,0.04,1.98,1.81,0.11,0.07,"No Change","No Change","No Change","All","All","All",31000,"State",2025-12-30
"4578",2023-03-18,"Pennsylvania","All",1.18,1.01,0.14,0.03,1.36,1.18,0.15,0.04,"Decreasing","Decreasing","Decreasing","All","All","All",42000,"State",2025-12-30
"4579",2023-03-18,"South Dakota","All",NA,1.16,0.18,0.08,NA,1.18,0.3,0.06,"Decreasing","No Change","No Change","All","All","All",46000,"State",2025-12-30
"4580",2023-03-25,"Alabama","All",1.46,1.06,0.37,0.04,1.34,0.97,0.34,0.05,"Decreasing","No Change","No Change","All","All","All",1000,"State",2025-12-30
"4581",2023-03-25,"Arizona","All",2.01,1.66,0.33,0.05,2.05,1.67,0.34,0.06,"Decreasing","No Change","Decreasing","All","All","All",4000,"State",2025-12-30
"4582",2023-03-25,"Arkansas","All",1.3,0.83,0.41,0.07,1.22,0.77,0.39,0.06,"Decreasing","No Change","No Change","All","All","All",5000,"State",2025-12-30
"4583",2023-03-25,"Delaware","All",0.92,0.84,0.07,0.03,1.19,1.08,0.06,0.05,"Decreasing","No Change","No Change","All","All","All",10000,"State",2025-12-30
"4584",2023-03-25,"Hawaii","All",3.1,2.51,0.58,0.01,2.51,1.95,0.56,0.01,"Increasing","No Change","No Change","All","All","All",15000,"State",2025-12-30
"4585",2023-03-25,"Idaho","All",1.72,1.57,0.09,0.06,2.03,1.82,0.15,0.08,"Decreasing","No Change","Decreasing","All","All","All",16000,"State",2025-12-30
"4586",2023-03-25,"Iowa","All",3.07,2.64,0.31,0.15,3.1,2.73,0.28,0.15,"No Change","No Change","No Change","All","All","All",19000,"State",2025-12-30
"4587",2023-03-25,"Maine","All",1.92,1.8,0.11,0.02,2.25,2.09,0.12,0.04,"Decreasing","No Change","No Change","All","All","All",23000,"State",2025-12-30
"4588",2023-03-25,"Nebraska","All",1.84,1.61,0.21,0.02,1.91,1.72,0.15,0.05,"No Change","No Change","No Change","All","All","All",31000,"State",2025-12-30
"4589",2023-03-25,"New Jersey","All",1.13,0.66,0.46,0.02,1.19,0.77,0.39,0.04,"Decreasing","Increasing","Decreasing","All","All","All",34000,"State",2025-12-30
"4590",2023-03-25,"New York","All",0.98,0.68,0.28,0.03,1.04,0.77,0.25,0.03,"Decreasing","Increasing","Decreasing","All","All","All",36000,"State",2025-12-30
"4591",2023-03-25,"Rhode Island","All",0.95,0.7,0.18,0.07,0.98,0.8,0.13,0.05,"Decreasing","No Change","Decreasing","All","All","All",44000,"State",2025-12-30
"4592",2023-03-25,"Virginia","All",1.23,0.91,0.3,0.03,1.34,0.98,0.31,0.05,"Decreasing","Decreasing","Decreasing","All","All","All",51000,"State",2025-12-30
"4593",2023-04-01,"Colorado","All",1.55,1.36,0.16,0.04,1.61,1.4,0.17,0.05,"Decreasing","Decreasing","Decreasing","All","All","All",8000,"State",2025-12-30
"4594",2023-04-01,"Hawaii","All",3.79,3.13,0.61,0.09,3.09,2.48,0.59,0.04,"Increasing","No Change","No Change","All","All","All",15000,"State",2025-12-30
"4595",2023-04-01,"Illinois","All",1.98,1.72,0.23,0.05,1.99,1.75,0.2,0.05,"Decreasing","Increasing","No Change","All","All","All",17000,"State",2025-12-30
"4596",2023-04-01,"Maine","All",1.83,1.7,0.12,0.02,1.99,1.86,0.11,0.02,"Decreasing","No Change","No Change","All","All","All",23000,"State",2025-12-30
"4597",2023-04-01,"Maryland","All",0.98,0.7,0.27,0.03,1.03,0.78,0.24,0.03,"Decreasing","No Change","Decreasing","All","All","All",24000,"State",2025-12-30
"4598",2023-04-01,"Massachusetts","All",1.32,1.07,0.21,0.06,1.41,1.15,0.2,0.06,"Decreasing","No Change","Decreasing","All","All","All",25000,"State",2025-12-30
"4599",2023-04-01,"Michigan","All",2.11,1.94,0.15,0.03,2.15,1.96,0.16,0.04,"No Change","No Change","Decreasing","All","All","All",26000,"State",2025-12-30
"4600",2023-04-01,"Mississippi","All",1.44,0.96,0.48,0.03,1.44,0.98,0.45,0.03,"Decreasing","No Change","Decreasing","All","All","All",28000,"State",2025-12-30
"4601",2023-04-01,"New Jersey","All",1.02,0.51,0.49,0.02,1.12,0.64,0.46,0.03,"Decreasing","Increasing","Decreasing","All","All","All",34000,"State",2025-12-30
"4602",2023-04-01,"Pennsylvania","All",0.99,0.8,0.17,0.03,1.07,0.89,0.16,0.03,"Decreasing","No Change","Decreasing","All","All","All",42000,"State",2025-12-30
"4603",2023-04-01,"Vermont","All",1.49,1.35,0.1,0.04,1.56,1.39,0.12,0.05,"Decreasing","Decreasing","Decreasing","All","All","All",50000,"State",2025-12-30
"4604",2023-04-08,"Alabama","All",1.16,0.82,0.33,0.04,1.28,0.93,0.33,0.04,"No Change","No Change","No Change","All","All","All",1000,"State",2025-12-30
"4605",2023-04-08,"Illinois","All",1.71,1.5,0.18,0.04,1.9,1.66,0.2,0.05,"Decreasing","No Change","No Change","All","All","All",17000,"State",2025-12-30
"4606",2023-04-08,"Kansas","All",1.02,0.87,0.13,0.02,1.22,1.05,0.13,0.04,"Decreasing","No Change","Decreasing","All","All","All",20000,"State",2025-12-30
"4607",2023-04-08,"Kentucky","All",1.4,1.02,0.32,0.06,1.5,1.14,0.32,0.06,"Decreasing","Increasing","No Change","All","All","All",21000,"State",2025-12-30
"4608",2023-04-08,"Maryland","All",0.8,0.6,0.18,0.02,0.94,0.69,0.24,0.02,"Decreasing","No Change","No Change","All","All","All",24000,"State",2025-12-30
"4609",2023-04-08,"Mississippi","All",1.46,0.95,0.47,0.05,1.45,0.98,0.45,0.04,"No Change","No Change","No Change","All","All","All",28000,"State",2025-12-30
"4610",2023-04-08,"Ohio","All",1.19,1.03,0.14,0.01,1.37,1.2,0.15,0.02,"Decreasing","Decreasing","No Change","All","All","All",39000,"State",2025-12-30
"4611",2023-04-08,"West Virginia","All",1.3,1.1,0.18,0.03,1.5,1.25,0.21,0.05,"Decreasing","Increasing","No Change","All","All","All",54000,"State",2025-12-30
"4612",2023-04-15,"Arkansas","All",1.09,0.77,0.28,0.05,1.11,0.78,0.28,0.05,"No Change","Decreasing","No Change","All","All","All",5000,"State",2025-12-30
"4613",2023-04-15,"Idaho","All",1.23,1.04,0.13,0.05,1.42,1.22,0.15,0.06,"Decreasing","No Change","No Change","All","All","All",16000,"State",2025-12-30
"4614",2023-04-15,"Illinois","All",1.44,1.25,0.16,0.03,1.71,1.49,0.19,0.04,"Decreasing","No Change","Decreasing","All","All","All",17000,"State",2025-12-30
"4615",2023-04-15,"Iowa","All",2.19,1.95,0.21,0.06,2.4,2.1,0.24,0.11,"Decreasing","No Change","No Change","All","All","All",19000,"State",2025-12-30
"4616",2023-04-15,"Kansas","All",0.86,0.77,0.07,0.01,1.04,0.9,0.12,0.02,"Decreasing","No Change","Decreasing","All","All","All",20000,"State",2025-12-30
